Date,Subjectivity,Polarity
2021-01-01,0.35968732354601923,0.030276366145931367
2021-01-02,0.28580693773280985,0.047489397714688415
2021-01-03,0.3210388569763569,0.10289762321012322
2021-01-04,0.31490800865800866,0.14366432178932179
2021-01-05,0.304535217035217,0.08053849303849304
2021-01-06,0.2624596667700116,0.05824236826391999
2021-01-07,0.22032548878137112,0.08332870016693547
2021-01-08,0.3351984126984127,0.1402949541962175
2021-01-09,0.3438480840147507,0.11157920474587141
2021-01-10,0.20486819727891153,0.007312925170068025
2021-01-11,0.3852750721500722,0.05519306586270872
2021-01-12,0.38503401360544215,0.07286126571840856
2021-01-13,0.37781121160585446,0.07474592867450011
2021-01-14,0.3645398351648351,0.1320658248001998
2021-01-15,0.3906541922989291,0.10038365326194273
2021-01-16,0.2600732600732601,0.08632548007548008
2021-01-17,0.25603881072631074,0.1053438026094276
2021-01-18,0.2438392960806754,0.0419513691927485
2021-01-19,0.21099420127197904,0.09623082678638234
2021-01-20,0.2811904761904762,0.09328571428571429
2021-01-21,0.36601851851851847,0.14925925925925926
2021-01-22,0.37330647747314416,0.07598591737480626
2021-01-23,0.3405083443126921,0.0449604743083004
2021-01-24,0.34216914038342605,0.06981485776128633
2021-01-25,0.37260867604617603,0.037910579004329
2021-01-26,0.3218862233445567,0.11267466329966329
2021-01-27,0.3390063803299097,0.07229518575106811
2021-01-28,0.3444126984126984,0.12699603174603175
2021-01-29,0.27200046685340806,0.07671374105197634
2021-01-30,0.34970534525767083,0.13793922754678567
2021-01-31,0.29044444444444445,0.06344444444444444
2021-02-01,0.28393526785714285,0.0896922123015873
2021-02-02,0.21583297258297257,0.060441558441558435
2021-02-03,0.2817186088527552,0.0802393857271906
2021-02-04,0.30578394236482476,0.07791703802733214
2021-02-05,0.38211766681594267,-0.03669577548887894
2021-02-06,0.18858080808080807,0.06840773809523809
2021-02-07,0.21658459595959595,0.03108340347923681
2021-02-08,0.19263603063603063,0.049605339105339104
2021-02-09,0.21560146923783288,0.0442819018103109
2021-02-10,0.29611194109835415,0.044704707530794495
2021-02-11,0.3534441638608305,0.030721883871393674
2021-02-12,0.23119465329991645,0.09230402394876079
2021-02-13,0.3283218864468864,0.014461233211233212
2021-02-14,0.3653145887445888,0.06950337662337662
2021-02-15,0.3074115940748594,0.0392568358512236
2021-02-16,0.254629329004329,0.04226803606339896
2021-02-17,0.2843448307964437,0.06007226644323419
2021-02-18,0.29258821986094713,0.14484618916437098
2021-02-19,0.25856549019220254,0.0952844821337972
2021-02-20,0.27588517159169335,0.09836415396198006
2021-02-21,0.3525026864388566,-0.010732292050443647
2021-02-22,0.2893519884997158,0.06940465258647077
2021-02-23,0.27116807475678445,0.08530774333193687
2021-02-24,0.2914042809042809,0.049212642295975634
2021-02-25,0.2970722591362126,0.06052740863787376
2021-02-26,0.3340296296296297,0.02341683501683502
2021-02-27,0.23815897065897065,0.059405363155363156
2021-02-28,0.501714257964258,0.10124745046620046
2021-03-01,0.3078858024691358,0.09526234567901234
2021-03-02,0.33478076216712577,0.06846476124885216
2021-03-03,0.30699939206883653,0.0891612888140666
2021-03-04,0.3225261544011544,0.07780844155844156
2021-03-05,0.24271428571428574,0.07840476190476191
2021-03-06,0.24763741916519694,0.052006172839506176
2021-03-07,0.2787739463601533,0.13147509578544062
2021-03-08,0.22414079822616406,0.03520923520923521
2021-03-09,0.2826181879123056,0.12626361655773422
2021-03-10,0.27863873930947103,0.07193472178228276
2021-03-11,0.2333778825995807,0.06870354488279017
2021-03-12,0.3322563874034462,0.050116779666412016
2021-03-13,0.34716667910633425,0.09935450564760909
2021-03-14,0.3853703703703703,0.13177579365079364
2021-03-15,0.405806943897853,0.06692356465083737
2021-03-16,0.43622414622414624,0.12794352252685587
2021-03-17,0.4034243539061247,0.06725690686628187
2021-03-18,0.3000749015579524,0.07232739012400029
2021-03-19,0.35755766123972643,0.14803159702616223
2021-03-20,0.33706493506493507,0.0766005462791177
2021-03-21,0.3913971560846561,0.04662285052910053
2021-03-22,0.2677651515151515,0.002156756642050761
2021-03-23,0.2976592851592852,0.04191530691530692
2021-03-24,0.2750813131313131,0.04438412698412698
2021-03-25,0.3223823601872382,0.11373706577974871
2021-03-26,0.30726190476190474,0.05267857142857143
2021-03-27,0.222026862026862,0.03967948717948718
2021-03-28,0.2932933501683502,0.08748106060606059
2021-03-29,0.33101571268237934,0.01973063973063973
2021-03-30,0.3583164436573527,0.12399399842581661
2021-03-31,0.31680638012780865,0.09840154521404522
2021-04-01,0.3213448773448773,0.08391548134405277
2021-04-02,0.2898989898989899,0.0744318181818182
2021-04-03,0.3482010582010582,0.05670194003527337
2021-04-04,0.23784013605442178,0.08407738095238095
2021-04-05,0.27676729024943314,0.07777919501133787
2021-04-06,0.2582167658730159,0.07266121031746031
2021-04-07,0.29553337865837864,0.0609949494949495
2021-04-08,0.27202825126262625,0.11121425565175565
2021-04-09,0.26487802737802735,-0.0017272142272142259
2021-04-10,0.2756150306150306,0.11151880776880777
